text,correct,predicted_native_language
He should understand much further innermost desire of the Okinawa residents who want to live without millitary bases.,"He should understand much further innermost desire of the Okinawa residents who want to live without millitary bases. (He should understand the feelings of Okinawa residents, who don't want military bases (who don't want to live near military bases) )",Spanish
"But now, the building was reconstructed as a cafe.","But now, the building was reconstructed as a cafe. One place we went to was this trendy cafe, which used to be a church. You should try to make smaller sentences that are related into one larger sentence. ^_^",Spanish
tongue and taransrating from Japanese into English.,"tongue and taransrating from Japanese into English. For the previous line and this one, you may have wanted to express ""I still have the tendency to translate what I'm thinking in my mother tongue, Japanese, into English.""",Spanish
Understanding the long sentences completely seems a little bit different for me in English.,"I have not finish the book yet but, Understanding the long sentences completely seems a little bit difficult for me in English. I suggest changing the sentence into - I have not finish the book yet but, to completely understand long sentences in English seems difficult for me.",Spanish
Ain't it nice that she works in Shanghai and I work in Hong Kong!?,"Ain't/Isn't it nice that she works in Shanghai and I work in Hong Kong!? *""Ain't"" is not a word but became so often used, it is kind of a slang. ""Isn't"" is the meaning and the correct word. Some people may say as a kind of common slang expressions: ""Ain't that right?"", ""That's ain't right"", or ""That person ain't right."". I guess it depends on your preference to use it or not.",Spanish
"Last week, I was asked by my friend to buy it and send to Japan.","Last week, I was asked by my friend to buy it and send to Japan. (I think the active voice will work better here ""Last week, a friend asked me to buy it and send it to Japan."")",Spanish
"Anyway, I'm keep enjoing canadian life like that.","Anyway, I'm enjoing anadian life . (Another way might be to say, ""Anyway, I'm really enjoying Canadian life."" or, ""Anyway, I'm really enjoying this life in Canada."" or, ""Anyway, I'm really enjoying my life in Canada.""",Spanish
"Then, how to play it was taught free of charge in a musical instrument shop for me.","Then, I was given a free Sansin lesson in a music shop.",Spanish
But I haven't acquire English skill of speeking and listening.,"Even so, my speaking and listening skill in English haven't been improved yet. I think it's better to use improve rather than acquire, because you need process and time to get those linguistic skills. If you're looking for a treasure chest and when you found it, there you can use word ""acquire"".",Spanish
"I'm plannig a trekking with my friend in Yakushima Island,which was chosen to be a world heritage in Japan,in summer vacation.","This summer vacation, I'm planning to go trekking with my friend at Yakushima Island, a world heritage site in Japan. -I think this is what you meant, but I could be wrong ^_^"" I was a bit confused by the original sentence",Spanish
"Standing on the bank of a port, I got exhilarated by the great view of the landscape but meanwhile intimidated by the forever rolling waves that would carry our ferry.","Standing on the bank of a port(I don't think ports have banks :S), I got exhilarated (I wouldn't use 'exhilerate' as a verb like that. How about just :I was exhilerated when I saw ....) the great(try a another adjective other than 'great'; it doesn't really sound good here.) view of the landscape but meanwhile intimidated by the forever rolling waves that would carry our ferry (carry your ferry where? Maybe: ...waves which were carrying our ferry).",Spanish
"I am going to go to Bandung, Indonesia for business trip next week.","I will go to Bandung, Indonesia for a business trip next week. Actually, your sentence is grammatically correct but since you're repeating the same verb ('go' and 'going') it seems a little awkward and unnatural. Another way is: ""I am going to visit Bandung, Indonesia for a business trip next week,"" or just ""I am going to Bandung, Indonesia for a business trip next week."" It's OK sometimes to use the present progressive ('-ing') for something you're planning for the future.",Spanish
