text,correct,predicted_native_language
"At the 10:00 am ,i showed the productions schedule to our customer by e-mail as usual ,but the spcial thing was---i invited my PMC to join in my e-mail, i think if they also got the schedule maybe they can help me to push the produtions, at theother hand ,my customer can see we are trying very hard for the new project.","At 10:00am, I showed the productions schedule to our customer by e-mail as usual, but the special thing was---I invited my PMC to join in my e-mail. I thought if they also got the schedule maybe they could help me to push the productions. On the other hand, my customer could see we were trying very hard for the new project.",Chinese (Mandarin)
"I do not know why, I am so grumpy today and I (what can I say in English?","I do not know why, I am so grumpy today and I am picking fights with my husband.",Chinese (Mandarin)
I feel Racism in London.,"I feel that there is racism in London. I think your original title could be correct as well, or something like: I experience racism in London.",Chinese (Mandarin)
"because 4 is pronounced same to word ""sa"",means ""die"".","because 4 is pronounced same to word ""sa"",means ""die"". This is because 4 is pronounced in the same way as the word ""sa"", which means ""die""",Chinese (Mandarin)
#NAME?,- Your eyes could [tear up/water] when you eat sour fruits.,Chinese (Mandarin)
-It's a long time since sujin and I didn't keep in touch.,-It's been a long time since Sujin and I kept in touch. [I think this correction means the same as what you intended.],Chinese (Mandarin)
"A: Dad, I've heard bad news from my friend just now.","A: Dad, I just received some bad news from my friend. // Dad, I received some bad news from my friend just now.",Chinese (Mandarin)
"Most likely, you realize that the in U.","As you probably know, there is a lot of Polish immigrants in the U.S.",Chinese (Mandarin)
"Then he loses its reputation, and Johann disappears with her twin sister.",Then he lose his reputation. At the same time Johann disappeared with her twin sister.,Chinese (Mandarin)
"Then, I wanted to learn Sociology.","Then, I wanted to learn Sociology because I felt that Sociology must be useful for planning promotion campaigns, making advertisements, and everything else.",Chinese (Mandarin)
I felt a deep history of China.,I felt a deep history of China. Or maybe: I could sense the ancient history of China.,Chinese (Mandarin)
He decided to go to Fukushima to see a big beautiful cherry blossom with aikido companions in April.,"In April, he will go to Fukushima with them to watch the cherry blossoms.",Chinese (Mandarin)
The European Figure Skating Championships 2010 was held a few days ago.,"The European Figure Skating Championships 2010 was held a few days ago.The European Figure Skating Championship was held a few days ago. You do not need to really correct your sentence. It is just that English speakers tend to put the year of the competition first, like in Chinese(I think)",Chinese (Mandarin)
My favorite is Evgeni Plushenko who is Russian skater.,"My favorite is Evgeni Plushenko who is Russian skater.The word order would be best if you wrote your sentence like this.My favorite skater is a Russian skater by the name of Evgeni Plushenko.However if you want you could write it like this.My favorite is Evgeni PlushenkoThe bold part of the sentence is called an appositive phrase in English. You can and should try to use it anytime your describing a subject.For example, Japan, one of the wealthiest nations in the world, is an economic center.",Chinese (Mandarin)
"This aims for skills-up of the ability of expression in English to try to translate the Japanese words those are difficult to express in English,because of their subtle means.","This aim is to improve my ability to express myself in English and translate Japanese words which are difficult to express in English,_because of their subtle meanings.",Chinese (Mandarin)
"I haven't know such words about here,use it without much thinking :p","I didn't know if there was a similar word here, I used it without thinking much :p",Chinese (Mandarin)
May all meets to be nice!,May all meets to be nice! I put the Japanese translation into Google Translate and it just came up with 'Thank you' - I guess 'Thank you for reading' would be a good way to end,Chinese (Mandarin)
This is my first diary in Lang-8.,"This is my first diary entry in Lang-8. [""Diary"" usually refers to the book that you write in, and a ""diary entry"" or ""entry"" is what you might call the thing in the diary.]",Chinese (Mandarin)
Few months ago my friend who lives in Austria tell me about Lang-8.,"Few months ago a friend of mine who lives in Austria tell me about Lang-8. [""my friend who lives in Austria"" would imply that that is only Austrian friend you have, but phrasing it as ""a friend of mine who lives in Austria"" makes where he lives incidental. Being picky here :P]",Chinese (Mandarin)
I watched High School Musical with my friends at my house yesterday.,"I watched High School Musical with my friends at my house yesterday. Good! You could also say... ""My friends and I watched High School Musical at my house yesterday."" it sounds more fluid.",Chinese (Mandarin)
I'll go to the driving school.,I'll go to the driving school to study about traffic. (what do you mean by study traffic schools?),Chinese (Mandarin)
Because I almost understood that what they say in Korean even they made mistaking to write.,"because I could almost understand everything they say in Korean even though it wasn't perfect. (You need to join these two sentences because ""because"" makes this one a dependent clause.)",Chinese (Mandarin)
"Actually there is temples of Orthodox Christianity (of course this church has privilege), Catholic church (I know only one, although maybe there is else one in somewhere, I don't sure), Protestant churches, Mosques, and in internet I read that there was building synagogue from 1998year in Novosibirsk, but I didn't find it on map.","Actually there are temples of Orthodox Christianity (of course this church has privilege), a Catholic Church (I know only one, although there may be one somewhere else , I don't know for sure), Protestant churchesand Mosques. On the Internet, I read that there was a synagogue being built in 1998, in Novosibirsk, but I didn't find it on the map.",Chinese (Mandarin)
