text,correct,predicted_native_language
ASAKATSU is to act in the early morning as a way to get private time.,"ASAKATSU means to wake in the early morning to do activities ,so you can get more out of the day.",Chinese (Mandarin)
i start lang-8 learn english and chinese.,I started keeping a journal on lang-8 because I wanted to learn English and Chinese.,Chinese (Mandarin)
"I want to finished my homework, after that i will take a review, it was because i want to handle there test in the same week.","I want to finishmy homework, after that i will do a review, because i want to handle the test in the same week.",Chinese (Mandarin)
"First of all, because of 3 hours delay of your plane, we missed the local bus services and had to a use taxi, which","First of all, because the plane was delayed by 3hours, we missed the local bus services and had to a use taxi which we had to pay extra.",Chinese (Mandarin)
"And also, every weekend they go shopping or something, so I rarely see them on weekends.","And also, every weekend they go shopping or something, so I rarely see them on weekends either. <-this helps relate it to the previous sentence, reinforcing their lack of time.",Chinese (Mandarin)
I think I should have been abroad when I was younger because I could have got wider view.,"I think I should have gone abroad when I was younger because I could have gotten wider view. (gotten is a weird word to use in some countries, but here in NZ we use it lots in this situation. Pretty much means ""received"")",Chinese (Mandarin)
"Today,i get up at six o'clock, because i went to East-New at the frist class.","Today,i got up [it happened in the past] at six o'clock, because i went to East-New at the first class.",Chinese (Mandarin)
She is tlaking quickly and the content was difficult.,She was [it happened in the past] talking quickly and the content was difficult.,Chinese (Mandarin)
"In the morning, the weather was bad and still heavey riannig to six O'clock stopped.","In the morning, the weather was bad and it was still raining heavily until six O'clock.",Chinese (Mandarin)
I stay at home learn Enlish whole day.,I stayed at home and learned English the whole day. [...ed makes it about the past],Chinese (Mandarin)
"today ,i worked about PET four Exmaintion paper, it very terrble , altogether one hundred but i answered correct ten question ,i have fiveteen cent !oh,my lady gaga!","today ,i took the PET four Exam , it was terrible , from a total of one hundred i answered ten questions correctly ,i have fifteen percent !oh,my lady gaga!",Chinese (Mandarin)
It was not the first one car accident that Robert has.,It was not the first time that Robert had a car accident.,Chinese (Mandarin)
I have some experience in job because for two years I have been working as system administrator in well known in Poland IT company.,I have some experience on the job because I have worked for two years as a system administrator at a well known IT company in Poland.,Chinese (Mandarin)
In the news there are many informations about politics.,In the news there is much information about politics. (A more natural way to say it: There is a lot of information about politics in the news.),Chinese (Mandarin)
But I think little bit scare it after I see horror movies about hospital.,Thinking about it scares it after I saw some horror movies that took place in the hospital.,Chinese (Mandarin)
I also went to some shops while I went to Harajuku by walking.,"Then I went to some shops in Harajuku by foot. (you used ""first"" before so you need to continue this method of talking. either use ""second"", ""next"" or ""then"")",Chinese (Mandarin)
"Yesterday, I went to Harajuku to shop with my friend.","Yesterday, I went to Harajuku to shop with my friends. If there was only one friend you should say, ""Yesterday, my friend and I went shopping in Harajuku.",Chinese (Mandarin)
bereaved families and never comes next day for them.,"bereaved families and never comes next day for them.(Better: I think the title hints that time stops on that day for the bereaved families, and the next day never comes for them.)",Chinese (Mandarin)
Shop items sell cheaper than usual with embarrassing reason.,It was sold cheaper than usual along with an embarrassing reason.,Chinese (Mandarin)
We had the last meeting of this year yesterday.,"We had the last meeting of this year yesterday, so as of today I'm enjoying my New Year's holidays.",Chinese (Mandarin)
"B:I will consult our Head Quarters designer today,and I will reply by the day after tomorrow.","B:I will consult our Head Quarters designer today,and I will reply by the day after tomorrow.headquarters is one word and does not need capitalization unless the specific name of the business is Headquarters. Also, it usually refers to a location, (to a specific building) not a person, so in this case you may want to say, ""consult our head designer"" or ""consult a designer from/at our headquarters""",Chinese (Mandarin)
Do native English speakers not feel out of place about these 2 words?,"Do native English speakers not feel that there is something strange about these two words? [Small numbers are usually spelled out, except when doing arithmetic, counting, giving the time or reporting statistics.]",Chinese (Mandarin)
"IMHO, although many diaries are manufactured by native Japanese speaker in SNS and blog every day, almost of those are useless except for oneself.","In my opinion, although many diaries are written by native Japanese speakers on SNS and blog sites every day, almost all of them are meaningless/inconsequential except for the person writing them.",Chinese (Mandarin)
Many reasons for people in each country need music.,There are many reasons why people in each country need music.,Chinese (Mandarin)
