text,correct,predicted_native_language
"Certainly, I will go to the developing country for helping people as ""Japan Overseas Cooperation volunteers"".","I will certainly go to developing countries to help people as a ""Japan Overseas Cooperation volunteer"".",Chinese (Mandarin)
The issue of result that a woman talked with a manager about was settled safely.,"In the end, the woman talked to the manager and everything was settled.",Chinese (Mandarin)
It is not good for the shop that there is an objection either.,It's not good for the shop that somebody complained,Chinese (Mandarin)
"What contributes to these, because of our underdevelopment of economy?",Why have these occurred? is it because of our underdeveloped economy?,Chinese (Mandarin)
"From last night, my mobile phone has been strange.",My mobile phone has been acting strange/playing up since last night.,Chinese (Mandarin)
"well , I will introduce myself , my name is Eric i am from Colombia :D latin america, hallo !","Well , I will introduce myself. My name is Eric. I am from Colombia :D Latin America! Hallo !",Chinese (Mandarin)
"Although I have not ever worked out for bodybuilding but for power lifting, I am very looking forward to going to the competition.","Although I have never worked out for bodybuilding but rather for power lifting, I am very excited about going to the competition.",Chinese (Mandarin)
I'm going to move out in three weeks; it was a kind of farewell party !,Since i am moving out in 3 weeks it was kind of a farewell party!,Chinese (Mandarin)
"Sometimes I am thinking about why american people often say ""cool!""or ""awesome"" for something unimportant things.","Sometimes I think about why American people often say ""cool!"" or ""awesome"" for some unimportant things.",Chinese (Mandarin)
"Although We eat bitter chokolate today,we will eat sweet chokolate with a lot of flavors tomorrow.","Although we may have eaten a bitter chocolate today, we might eat a sweet chocolate with a lot of flavors tomorrow.",Chinese (Mandarin)
"I think that most difference between them is letters of course,but also pronunciation is the most different and it makes English very difficult for us.","I think that the largest/biggest difference between them is letters of course, but also pronunciation has a large/big difference and it makes English very difficult for us. 'most difference' is mostly used with in front. Ex: Which test will make most difference? It is more natural to use largest/biggest in most cases.",Chinese (Mandarin)
"What the difficult is only writting, I guess.","The only difficulty is writing, I guess.",Chinese (Mandarin)
"Two different grope of my friends visited me last week, that's why I didn't have time for me and writing a diary here.","Two different groups of friends visited me last week, which explains why I didn't have time for myself and writing a diary on here.",Chinese (Mandarin)
"Before i started to learn German, I didn't think that people can learn more than 2 languages at the same time, but now I became to think that it's possible to learn some different languages at the same time,because I assume that there is lots of merit and multiplier effects.","Before started learn German, I didn't think that people learn more than 2 languages at the same time, but now I to think that it's possible to learn different languages at the same time, because I assume that there is lots of merit and multiplier effects.",Chinese (Mandarin)
"But if you learn also another language,it will be much better,because you can switch from it to that temporally and can have a short break until you become to learn it again.","But if you learn another language, it will be much better, because you can switch from to temporally and can have a short break until you it again.",Chinese (Mandarin)
"I don't know for what on purpose I was born and live as Japanese and have no idea when I might die, but I thought that I have to express my gratitude for living healthy every day , after I read his comment on the news Interview.","I don't know what my purpose for being born and living as a Japanese is and have no idea when I might die, but after I read his comment on the news Interview, I knew that I had to express my gratitude for living healthily every day. ,",Chinese (Mandarin)
"When you come Enoshima, you had better go.","Enoshima, you go.",Chinese (Mandarin)
"The zoo is on the way to a mountain, so it is very tiring to walk in the zoo.","The zoo was on the way to a mountain, it was so tiring.",Chinese (Mandarin)
"If you check this daily, you have irritation.",You may be irritated by correcting the mistakes in this entry.,Chinese (Mandarin)
