native,classified_errors,error_counts
Russian,"[('Pronoun Error', 'this', 'PRON', '?', 'PUNCT'), ('Other Error', 'just', 'ADV', 'Is', 'AUX'), ('Noun Error', 'fantasy?Caught', 'NOUN', 'this', 'PRON'), ('Adjective Error', 'in', 'ADP', 'just', 'ADJ'), ('Noun Error', 'a', 'DET', 'fantasy', 'NOUN'), ('Adjective Error', 'landside', 'ADJ', '?', 'PUNCT'), ('Verb Error', ',', 'PUNCT', 'Caught', 'VERB'), ('Preposition Error', 'no', 'DET', 'in', 'ADP'), ('Noun Error', 'escape', 'NOUN', 'a', 'DET'), ('Adjective Error', 'from', 'ADP', 'landside', 'ADJ'), ('Noun Error', 'reality', 'NOUN', ',', 'PUNCT'), ('Other Error', '.', 'PUNCT', 'no', 'DET'), ('Verb Error', 'Open', 'VERB', 'escape', 'NOUN'), ('Preposition Error', 'your', 'PRON', 'from', 'ADP'), ('Preposition Error', 'up', 'ADP', 'your', 'PRON'), ('Noun Error', 'to', 'ADP', 'eyes', 'NOUN'), ('Other Error', 'the', 'DET', ',', 'PUNCT'), ('Verb Error', 'skies', 'NOUN', 'look', 'VERB'), ('Preposition Error', 'and', 'CCONJ', 'up', 'ADP'), ('Verb Error', 'see', 'VERB', 'to', 'ADP'), ('Other Error', ',', 'PUNCT', 'the', 'DET'), ('Noun Error', ""I'm"", 'PRON', 'skies', 'NOUN'), ('Other Error', 'just', 'ADV', 'and', 'CCONJ'), ('Verb Error', 'a', 'DET', 'see', 'VERB'), ('Adjective Error', 'poor', 'ADJ', ',', 'PUNCT'), ('Noun Error', 'girl', 'NOUN', 'I', 'PRON'), ('Other Error', ',', 'PUNCT', ""'m"", 'AUX'), ('Pronoun Error', 'I', 'PRON', 'just', 'ADV'), ('Verb Error', 'need', 'VERB', 'a', 'DET'), ('Adjective Error', 'no', 'DET', 'poor', 'ADJ'), ('Other Error', 'and', 'CCONJ', ',', 'PUNCT'), ('Pronoun Error', 'I', 'PRON', 'If', 'SCONJ'), ('Verb Error', 'need', 'VERB', 'you', 'PRON'), ('Adjective Error', 'to', 'PART', 'interested', 'ADJ'), ('Verb Error', 'practice', 'VERB', ',', 'PUNCT'), ('Pronoun Error', 'my', 'PRON', 'please', 'INTJ'), ('Verb Error', 'poor', 'ADJ', 'let', 'VERB'), ('Pronoun Error', 'English', 'PROPN', 'me', 'PRON'), ('Verb Error', '.', 'PUNCT', 'know', 'VERB'), ('Other Error', 'If', 'SCONJ', '.', 'PUNCT')]","Counter({'Verb Error': 10, 'Other Error': 8, 'Noun Error': 7, 'Adjective Error': 6, 'Pronoun Error': 5, 'Preposition Error': 4})"
Chinese (Mandarin),"[('Other Error', 'so', 'ADV', 'so', 'CCONJ'), ('Other Error', ',', 'PUNCT', 'if', 'SCONJ'), ('Pronoun Error', 'if', 'SCONJ', 'you', 'PRON'), ('Verb Error', 'you', 'PRON', 'want', 'VERB'), ('Verb Error', 'want', 'VERB', 'to', 'PART'), ('Verb Error', 'to', 'PART', 'communicate', 'VERB'), ('Verb Error', 'communicate', 'VERB', 'with', 'ADP'), ('Preposition Error', 'with', 'ADP', 'me', 'PRON'), ('Preposition Error', 'an', 'DET', 'in', 'ADP')]","Counter({'Verb Error': 4, 'Other Error': 2, 'Preposition Error': 2, 'Pronoun Error': 1})"
Russian,[],Counter()
Chinese (Mandarin),[],Counter()
Chinese (Mandarin),"[('Pronoun Error', 'I', 'PRON', '.', 'PUNCT'), ('Pronoun Error', ""'m"", 'AUX', 'I', 'PRON'), ('Other Error', 'a', 'DET', ""'m"", 'AUX'), ('Adjective Error', 'Japanese', 'ADJ', 'a', 'DET'), ('Adjective Error', 'and', 'CCONJ', 'Japanese', 'ADJ'), ('Adjective Error', 'English', 'ADJ', 'and', 'CCONJ'), ('Noun Error', 'learner', 'NOUN', 'English', 'ADJ'), ('Noun Error', '.', 'PUNCT', 'learner', 'NOUN'), ('Other Error', 'If', 'SCONJ', '.', 'PUNCT'), ('Pronoun Error', 'you', 'PRON', 'If', 'SCONJ'), ('Verb Error', 'interest', 'VERB', 'you', 'PRON'), ('Preposition Error', 'in', 'ADP', 'are', 'AUX'), ('Noun Error', 'language', 'NOUN', 'interested', 'ADJ'), ('Noun Error', 'exchange', 'NOUN', 'in', 'ADP'), ('Noun Error', ',', 'PUNCT', 'language', 'NOUN'), ('Noun Error', 'please', 'INTJ', 'exchange', 'NOUN'), ('Verb Error', 'contact', 'VERB', ',', 'PUNCT'), ('Pronoun Error', 'me', 'PRON', 'please', 'INTJ'), ('Verb Error', '.', 'PUNCT', 'contact', 'VERB')]","Counter({'Noun Error': 6, 'Pronoun Error': 4, 'Adjective Error': 3, 'Verb Error': 3, 'Other Error': 2, 'Preposition Error': 1})"
Spanish,"[('Noun Error', 'spanish', 'NOUN', 'Spanish', 'PROPN')]",Counter({'Noun Error': 1})
Russian,"[('Pronoun Error', 'i', 'PRON', ',', 'PUNCT'), ('Verb Error', 'speak', 'VERB', 'I', 'PRON'), ('Verb Error', 'English', 'PROPN', 'speak', 'VERB'), ('Other Error', ',', 'PUNCT', 'English', 'PROPN'), ('Other Error', 'and', 'CCONJ', ',', 'PUNCT'), ('Pronoun Error', 'i', 'PRON', 'and', 'CCONJ'), ('Pronoun Error', ""'ll"", 'AUX', 'I', 'PRON'), ('Other Error', 'very', 'ADV', 'be', 'AUX'), ('Adjective Error', 'glad', 'ADJ', 'very', 'ADV'), ('Adjective Error', 'to', 'PART', 'glad', 'ADJ'), ('Verb Error', 'practice', 'VERB', 'to', 'PART'), ('Verb Error', 'it', 'PRON', 'practice', 'VERB'), ('Pronoun Error', 'too', 'ADV', 'it', 'PRON'), ('Other Error', '.', 'PUNCT', 'too', 'ADV')]","Counter({'Pronoun Error': 4, 'Verb Error': 4, 'Other Error': 4, 'Adjective Error': 2})"
Spanish,[],Counter()
Chinese (Mandarin),"[('Verb Error', 'graduated', 'VERB', 'I', 'PRON'), ('Verb Error', 'from', 'ADP', 'graduated', 'VERB'), ('Adjective Error', 'high', 'ADJ', 'from', 'ADP'), ('Noun Error', 'school', 'NOUN', 'high', 'ADJ'), ('Noun Error', '.', 'PUNCT', 'school', 'NOUN'), ('Pronoun Error', 'I', 'PRON', '.', 'PUNCT'), ('Pronoun Error', ""'d"", 'AUX', 'I', 'PRON'), ('Verb Error', 'like', 'VERB', ""'d"", 'AUX'), ('Verb Error', 'to', 'PART', 'like', 'VERB'), ('Adjective Error', 'interactive', 'ADJ', 'to', 'PART'), ('Verb Error', 'with', 'ADP', 'interact', 'VERB'), ('Adjective Error', 'native', 'ADJ', 'with', 'ADP'), ('Noun Error', 'speakers', 'NOUN', 'native', 'ADJ'), ('Noun Error', 'or', 'CCONJ', 'speakers', 'NOUN'), ('Noun Error', 'people', 'NOUN', 'or', 'CCONJ'), ('Noun Error', 'good', 'ADJ', 'people', 'NOUN'), ('Adjective Error', 'at', 'ADP', 'good', 'ADJ'), ('Preposition Error', 'it', 'PRON', 'at', 'ADP'), ('Pronoun Error', ',', 'PUNCT', 'it', 'PRON'), ('Other Error', 'that', 'SCONJ', ',', 'PUNCT'), ('Pronoun Error', 'you', 'PRON', 'that', 'SCONJ'), ('Pronoun Error', 'can', 'AUX', 'you', 'PRON'), ('Verb Error', 'help', 'VERB', 'can', 'AUX'), ('Verb Error', 'me', 'PRON', 'help', 'VERB'), ('Pronoun Error', 'to', 'PART', 'me', 'PRON'), ('Pronoun Error', 'a', 'DET', 'a', 'PRON')]","Counter({'Verb Error': 7, 'Pronoun Error': 7, 'Noun Error': 6, 'Adjective Error': 4, 'Preposition Error': 1, 'Other Error': 1})"
Russian,"[('Verb Error', 'study', 'NOUN', 'studying', 'VERB')]",Counter({'Verb Error': 1})
Chinese (Mandarin),"[('Adjective Error', 'several', 'ADJ', 'to', 'ADP'), ('Noun Error', 'countries', 'NOUN', 'several', 'ADJ'), ('Noun Error', ',', 'PUNCT', 'countries', 'NOUN'), ('Preposition Error', 'like', 'ADP', ',', 'PUNCT'), ('Preposition Error', 'Australia', 'PROPN', 'like', 'ADP'), ('Other Error', ',', 'PUNCT', 'Australia', 'PROPN'), ('Other Error', 'New', 'PROPN', ',', 'PUNCT'), ('Other Error', ',', 'PUNCT', 'Zealand', 'PROPN'), ('Other Error', 'Japan', 'PROPN', ',', 'PUNCT'), ('Other Error', ',', 'PUNCT', 'Japan', 'PROPN'), ('Other Error', 'Thailand', 'PROPN', ',', 'PUNCT'), ('Other Error', '.', 'PUNCT', 'Thailand', 'PROPN'), ('Pronoun Error', 'I', 'PRON', '.', 'PUNCT'), ('Verb Error', 'hope', 'VERB', 'I', 'PRON'), ('Verb Error', 'I', 'PRON', 'hope', 'VERB'), ('Pronoun Error', 'can', 'AUX', 'I', 'PRON'), ('Verb Error', 'visit', 'VERB', 'can', 'AUX'), ('Verb Error', 'more', 'ADJ', 'visit', 'VERB'), ('Noun Error', 'places', 'NOUN', 'more', 'ADJ'), ('Noun Error', ',', 'PUNCT', 'places', 'NOUN'), ('Verb Error', 'meet', 'VERB', 'and', 'CCONJ'), ('Verb Error', 'new', 'ADJ', 'meet', 'VERB'), ('Noun Error', 'friends', 'NOUN', 'new', 'ADJ'), ('Noun Error', '.', 'PUNCT', 'friends', 'NOUN'), ('Pronoun Error', 'I', 'PRON', '.', 'PUNCT'), ('Verb Error', 'like', 'VERB', 'I', 'PRON'), ('Verb Error', 'different', 'ADJ', 'learning', 'VERB'), ('Noun Error', 'cultures', 'NOUN', 'different', 'ADJ'), ('Noun Error', ',', 'PUNCT', 'cultures', 'NOUN'), ('Other Error', 'and', 'CCONJ', ',', 'PUNCT'), ('Other Error', 'more', 'ADV', 'and', 'CCONJ'), ('Preposition Error', 'than', 'ADP', 'more', 'ADV'), ('Adjective Error', 'happy', 'ADJ', 'than', 'ADP'), ('Adjective Error', 'to', 'PART', 'happy', 'ADJ'), ('Verb Error', 'share', 'VERB', 'to', 'PART'), ('Verb Error', 'the', 'DET', 'share', 'VERB'), ('Adjective Error', 'Taiwanese', 'ADJ', 'the', 'DET'), ('Noun Error', 'culture', 'NOUN', 'Taiwanese', 'ADJ'), ('Noun Error', 'with', 'ADP', 'culture', 'NOUN'), ('Preposition Error', 'you', 'PRON', 'with', 'ADP'), ('Pronoun Error', '.', 'PUNCT', 'you', 'PRON'), ('Preposition Error', 'For', 'ADP', '.', 'PUNCT'), ('Noun Error', 'example', 'NOUN', 'For', 'ADP'), ('Noun Error', ':', 'PUNCT', 'example', 'NOUN'), ('Other Error', 'mid', 'PROPN', ':', 'PUNCT'), ('Noun Error', 'festival', 'NOUN', 'Autumn', 'PROPN'), ('Noun Error', ',', 'PUNCT', 'festival', 'NOUN'), ('Other Error', 'and', 'CCONJ', ',', 'PUNCT'), ('Pronoun Error', 'we', 'PRON', 'and', 'CCONJ'), ('Verb Error', 'eat', 'VERB', 'we', 'PRON'), ('Verb Error', 'moon', 'NOUN', 'eat', 'VERB'), ('Noun Error', 'to', 'PART', 'cake', 'NOUN'), ('Verb Error', 'celebrate', 'VERB', 'to', 'PART'), ('Verb Error', ',', 'PUNCT', 'celebrate', 'VERB'), ('Verb Error', 'let', 'VERB', ',', 'PUNCT'), ('Verb Error', 'me', 'PRON', 'let', 'VERB'), ('Verb Error', 'tell', 'VERB', 'me', 'PRON'), ('Verb Error', 'you', 'PRON', 'tell', 'VERB'), ('Adjective Error', 'more', 'ADJ', 'you', 'PRON'), ('Adjective Error', ',', 'PUNCT', 'more', 'ADJ'), ('Verb Error', 'text', 'VERB', ',', 'PUNCT'), ('Verb Error', 'me', 'PRON', 'text', 'VERB'), ('Pronoun Error', '!', 'PUNCT', 'me', 'PRON')]","Counter({'Verb Error': 20, 'Noun Error': 15, 'Other Error': 11, 'Adjective Error': 6, 'Pronoun Error': 6, 'Preposition Error': 5})"
Chinese (Mandarin),"[('Pronoun Error', 'you!My', 'PROPN', 'you', 'PRON'), ('Adjective Error', 'English', 'ADJ', '!', 'PUNCT'), ('Noun Error', 'name', 'NOUN', 'My', 'PRON'), ('Adjective Error', 'is', 'AUX', 'English', 'ADJ'), ('Noun Error', 'Rebecca', 'PROPN', 'name', 'NOUN'), ('Other Error', '.', 'PUNCT', 'is', 'AUX'), ('Pronoun Error', 'You', 'PRON', 'Rebecca', 'PROPN'), ('Other Error', 'can', 'AUX', '.', 'PUNCT'), ('Verb Error', 'call', 'VERB', 'You', 'PRON'), ('Pronoun Error', 'me', 'PRON', 'can', 'AUX'), ('Verb Error', 'BeccaI', 'NUM', 'call', 'VERB'), ('Pronoun Error', 'am', 'AUX', 'me', 'PRON'), ('Other Error', 'a', 'DET', 'BeccaI', 'NUM'), ('Noun Error', 'college', 'NOUN', 'am', 'AUX'), ('Noun Error', 'student', 'NOUN', 'a', 'DET'), ('Noun Error', 'in', 'ADP', 'college', 'NOUN'), ('Noun Error', 'English', 'PROPN', 'student', 'NOUN'), ('Noun Error', 'major', 'NOUN', 'in', 'ADP'), ('Other Error', '.', 'PUNCT', 'English', 'PROPN'), ('Noun Error', 'I', 'PRON', 'major', 'NOUN'), ('Other Error', ""'d"", 'AUX', '.', 'PUNCT'), ('Verb Error', 'like', 'VERB', 'I', 'PRON'), ('Other Error', 'to', 'PART', ""'d"", 'AUX'), ('Pronoun Error', 'my', 'PRON', 'to', 'PART'), ('Verb Error', 'English', 'ADJ', 'improve', 'VERB'), ('Noun Error', 'writing', 'NOUN', 'my', 'PRON'), ('Adjective Error', ',', 'PUNCT', 'English', 'ADJ'), ('Verb Error', 'speaking', 'VERB', 'writing', 'NOUN'), ('Other Error', 'and', 'CCONJ', ',', 'PUNCT'), ('Other Error', 'skills!I', 'PROPN', 'and', 'CCONJ'), ('Noun Error', 'really', 'ADV', 'listening', 'NOUN'), ('Verb Error', 'hope', 'VERB', 'skills', 'NOUN'), ('Other Error', 'a', 'DET', '!', 'PUNCT'), ('Adjective Error', 'native', 'ADJ', 'I', 'PRON'), ('Noun Error', 'speaker', 'NOUN', 'really', 'ADV'), ('Verb Error', 'can', 'AUX', 'hope', 'VERB'), ('Verb Error', 'help', 'VERB', 'a', 'DET'), ('Adjective Error', 'me', 'PRON', 'native', 'ADJ'), ('Noun Error', '.', 'PUNCT', 'speaker', 'NOUN'), ('Other Error', 'Also', 'ADV', 'can', 'AUX'), ('Verb Error', ',', 'PUNCT', 'help', 'VERB'), ('Other Error', 'am', 'AUX', '.', 'PUNCT'), ('Other Error', 'here', 'ADV', ',', 'PUNCT'), ('Pronoun Error', 'if', 'SCONJ', 'I', 'PRON'), ('Pronoun Error', 'you', 'PRON', 'am', 'AUX'), ('Verb Error', 'need', 'VERB', 'always', 'ADV'), ('Other Error', 'any', 'DET', 'here', 'ADV'), ('Noun Error', 'help', 'NOUN', 'if', 'SCONJ'), ('Preposition Error', 'in', 'ADP', 'you', 'PRON'), ('Verb Error', 'Chinese!I', 'PROPN', 'need', 'VERB'), ('Other Error', 'am', 'AUX', 'any', 'DET'), ('Noun Error', 'friendly', 'ADJ', 'help', 'NOUN'), ('Preposition Error', 'and', 'CCONJ', 'in', 'ADP'), ('Adjective Error', 'easygoing', 'ADJ', 'Chinese', 'PROPN')]","Counter({'Noun Error': 14, 'Other Error': 14, 'Verb Error': 11, 'Pronoun Error': 7, 'Adjective Error': 6, 'Preposition Error': 2})"
Russian,[],Counter()
Russian,"[('Adjective Error', 'Bloody', 'ADJ', 'Am', 'AUX'), ('Noun Error', 'hell', 'NOUN', 'I', 'PRON'), ('Other Error', '.', 'PUNCT', 'not', 'PART'), ('Verb Error', 'Am', 'AUX', 'convincing', 'VERB'), ('Pronoun Error', 'I', 'PRON', 'enough', 'ADV'), ('Other Error', 'not', 'PART', 'when', 'SCONJ'), ('Verb Error', 'convincing', 'VERB', 'I', 'PRON'), ('Verb Error', 'enough', 'ADV', 'say', 'VERB'), ('Other Error', 'that', 'SCONJ', 'Russian', 'PROPN'), ('Pronoun Error', 'I', 'PRON', '?', 'PUNCT'), ('Verb Error', 'know', 'VERB', 'If', 'SCONJ'), ('Pronoun Error', 'Russian', 'PROPN', 'you', 'PRON'), ('Verb Error', '?', 'PUNCT', 'wanna', 'VERB'), ('Verb Error', '...', 'PUNCT', 'get', 'VERB'), ('Preposition Error', 'If', 'SCONJ', 'in', 'ADP'), ('Noun Error', 'you', 'PRON', 'contact', 'NOUN'), ('Verb Error', 'wanna', 'VERB', 'with', 'ADP'), ('Verb Error', 'get', 'VERB', 'me', 'PRON'), ('Preposition Error', 'in', 'ADP', ',', 'PUNCT'), ('Noun Error', 'contact', 'NOUN', 'the', 'DET'), ('Adjective Error', 'with', 'ADP', 'best', 'ADJ'), ('Noun Error', 'me', 'PRON', 'way', 'NOUN'), ('Preposition Error', 'the', 'DET', 'for', 'ADP'), ('Adjective Error', 'best', 'ADJ', 'you', 'PRON'), ('Noun Error', 'way', 'NOUN', 'is', 'AUX'), ('Preposition Error', 'for', 'ADP', 'Discord', 'PROPN'), ('Pronoun Error', 'you', 'PRON', '.', 'PUNCT')]","Counter({'Verb Error': 8, 'Noun Error': 5, 'Pronoun Error': 4, 'Preposition Error': 4, 'Adjective Error': 3, 'Other Error': 3})"
Spanish,"[('Adjective Error', 'nice', 'ADJ', 'a', 'DET'), ('Noun Error', 'level', 'NOUN', 'Spanish', 'ADJ'), ('Noun Error', 'so', 'ADV', 'level', 'NOUN'), ('Other Error', ',', 'PUNCT', 'so', 'ADV')]","Counter({'Noun Error': 2, 'Adjective Error': 1, 'Other Error': 1})"
Russian,"[('Adjective Error', 'professional', 'ADJ', 'a', 'DET'), ('Noun Error', 'artist', 'NOUN', 'professional', 'ADJ'), ('Noun Error', 'and', 'CCONJ', 'artist', 'NOUN'), ('Noun Error', 'designer', 'NOUN', 'and', 'CCONJ'), ('Noun Error', ',', 'PUNCT', 'designer', 'NOUN'), ('Other Error', 'now', 'ADV', ',', 'PUNCT'), ('Pronoun Error', 'I', 'PRON', 'now', 'ADV'), ('Pronoun Error', ""'m"", 'AUX', 'I', 'PRON'), ('Adjective Error', 'semi', 'ADJ', ""'m"", 'AUX'), ('Adjective Error', '-', 'ADJ', 'a', 'DET'), ('Noun Error', 'artist', 'NOUN', 'beginner', 'ADJ'), ('Adjective Error', '.', 'PUNCT', 'digital', 'ADJ'), ('Noun Error', 'I', 'PRON', 'artist', 'NOUN'), ('Verb Error', 'like', 'VERB', '.', 'PUNCT'), ('Noun Error', 'guitar', 'NOUN', 'I', 'PRON'), ('Verb Error', 'and', 'CCONJ', 'like', 'VERB'), ('Other Error', 'to', 'PART', 'and', 'CCONJ'), ('Verb Error', 'learn', 'VERB', 'dream', 'NOUN'), ('Noun Error', 'play', 'NOUN', 'to', 'PART'), ('Verb Error', '.', 'PUNCT', 'learn', 'VERB')]","Counter({'Noun Error': 8, 'Adjective Error': 4, 'Verb Error': 4, 'Other Error': 2, 'Pronoun Error': 2})"
Russian,"[('Verb Error', 'like', 'VERB', 'also', 'ADV'), ('Verb Error', 'also', 'ADV', 'like', 'VERB'), ('Pronoun Error', 'i', 'PRON', 'and', 'CCONJ'), ('Pronoun Error', 'am', 'AUX', 'I', 'PRON'), ('Other Error', 'also', 'ADV', 'am', 'AUX'), ('Adjective Error', 'interested', 'ADJ', 'also', 'ADV'), ('Adjective Error', 'in', 'ADP', 'interested', 'ADJ'), ('Noun Error', 'greek', 'NOUN', 'in', 'ADP')]","Counter({'Verb Error': 2, 'Pronoun Error': 2, 'Adjective Error': 2, 'Other Error': 1, 'Noun Error': 1})"
Russian,[],Counter()
Russian,[],Counter()
Spanish,"[('Other Error', 'has', 'AUX', 'just', 'ADV'), ('Verb Error', 'just', 'ADV', 'finished', 'VERB'), ('Verb Error', 'finished', 'VERB', 'my', 'PRON'), ('Noun Error', 'my', 'PRON', 'university', 'NOUN'), ('Noun Error', 'studies', 'NOUN', '.', 'PUNCT'), ('Pronoun Error', '.', 'PUNCT', 'I', 'PRON'), ('Pronoun Error', 'I', 'PRON', 'am', 'AUX'), ('Preposition Error', 'am', 'AUX', 'from', 'ADP'), ('Preposition Error', 'from', 'ADP', 'Barcelona', 'PROPN'), ('Other Error', 'Barcelona', 'PROPN', ',', 'PUNCT'), ('Other Error', ',', 'PUNCT', 'Spain', 'PROPN'), ('Other Error', 'Spain', 'PROPN', '.', 'PUNCT'), ('Pronoun Error', '.', 'PUNCT', 'My', 'PRON'), ('Noun Error', 'My', 'PRON', 'interests', 'NOUN'), ('Verb Error', 'interests', 'NOUN', 'include', 'VERB'), ('Verb Error', 'include', 'VERB', 'science', 'NOUN'), ('Noun Error', 'science', 'NOUN', ',', 'PUNCT'), ('Noun Error', ',', 'PUNCT', 'movies', 'NOUN'), ('Noun Error', 'movies', 'NOUN', ',', 'PUNCT'), ('Noun Error', ',', 'PUNCT', 'video', 'NOUN'), ('Noun Error', 'games', 'NOUN', ',', 'PUNCT'), ('Noun Error', ',', 'PUNCT', 'hiking', 'NOUN'), ('Noun Error', 'hiking', 'NOUN', 'and', 'CCONJ'), ('Noun Error', 'and', 'CCONJ', 'sport', 'NOUN'), ('Noun Error', 'climbing', 'NOUN', '.', 'PUNCT'), ('Pronoun Error', '.', 'PUNCT', 'I', 'PRON'), ('Verb Error', 'I', 'PRON', 'want', 'VERB'), ('Verb Error', 'want', 'VERB', 'to', 'PART'), ('Verb Error', 'to', 'PART', 'improve', 'VERB'), ('Verb Error', 'improve', 'VERB', 'my', 'PRON'), ('Adjective Error', 'my', 'PRON', 'english', 'ADJ'), ('Noun Error', 'english', 'ADJ', 'speaking', 'NOUN'), ('Noun Error', 'skills', 'NOUN', 'for', 'ADP'), ('Noun Error', 'for', 'ADP', 'work', 'NOUN'), ('Noun Error', 'work', 'NOUN', ',', 'PUNCT')]","Counter({'Noun Error': 16, 'Verb Error': 8, 'Other Error': 4, 'Pronoun Error': 4, 'Preposition Error': 2, 'Adjective Error': 1})"
Spanish,"[('Verb Error', 'bussines', 'NOUN', 'travel', 'VERB')]",Counter({'Verb Error': 1})
Russian,[],Counter()
Spanish,[],Counter()
Russian,[],Counter()
Spanish,"[('Adjective Error', 'English', 'PROPN', 'English', 'ADJ'), ('Adjective Error', 'English', 'PROPN', 'English', 'ADJ')]",Counter({'Adjective Error': 2})
Spanish,"[('Adjective Error', 'native', 'ADJ', 'a', 'DET'), ('Noun Error', 'person', 'NOUN', 'native', 'ADJ'), ('Noun Error', '.', 'PUNCT', 'person', 'NOUN')]","Counter({'Noun Error': 2, 'Adjective Error': 1})"
Russian,[],Counter()
Chinese (Mandarin),"[('Noun Error', 'translate', 'NOUN', 'Translate', 'PROPN')]",Counter({'Noun Error': 1})
Chinese (Mandarin),"[('Pronoun Error', 'I', 'PRON', ',', 'PUNCT'), ('Pronoun Error', 'would', 'AUX', 'I', 'PRON'), ('Verb Error', 'like', 'VERB', 'would', 'AUX'), ('Verb Error', 'to', 'PART', 'like', 'VERB'), ('Verb Error', 'find', 'VERB', 'to', 'PART'), ('Verb Error', 'language', 'NOUN', 'find', 'VERB'), ('Noun Error', 'to', 'PART', 'partners', 'NOUN'), ('Other Error', 'be', 'AUX', 'to', 'PART'), ('Noun Error', 'friends', 'NOUN', 'be', 'AUX'), ('Noun Error', 'and', 'CCONJ', 'friends', 'NOUN'), ('Verb Error', 'practice', 'VERB', 'and', 'CCONJ'), ('Verb Error', 'English', 'PROPN', 'practice', 'VERB'), ('Other Error', 'and', 'CCONJ', 'English', 'PROPN'), ('Other Error', 'French', 'PROPN', 'and', 'CCONJ'), ('Other Error', '.', 'PUNCT', 'French', 'PROPN'), ('Pronoun Error', 'I', 'PRON', '.', 'PUNCT'), ('Pronoun Error', 'would', 'AUX', 'I', 'PRON'), ('Verb Error', 'like', 'VERB', 'would', 'AUX'), ('Verb Error', 'to', 'PART', 'like', 'VERB'), ('Verb Error', 'practice', 'VERB', 'to', 'PART'), ('Verb Error', 'English', 'PROPN', 'practice', 'VERB'), ('Noun Error', 'speaking', 'NOUN', 'English', 'PROPN'), ('Noun Error', '.', 'PUNCT', 'speaking', 'NOUN'), ('Pronoun Error', 'We', 'PRON', '.', 'PUNCT'), ('Pronoun Error', 'can', 'AUX', 'We', 'PRON'), ('Verb Error', 'talk', 'VERB', 'can', 'AUX'), ('Verb Error', 'about', 'ADP', 'talk', 'VERB'), ('Preposition Error', 'our', 'PRON', 'about', 'ADP'), ('Adjective Error', 'daily', 'ADJ', 'our', 'PRON'), ('Noun Error', 'life', 'NOUN', 'daily', 'ADJ'), ('Noun Error', '!', 'PUNCT', 'life', 'NOUN')]","Counter({'Verb Error': 12, 'Noun Error': 7, 'Pronoun Error': 6, 'Other Error': 4, 'Preposition Error': 1, 'Adjective Error': 1})"
Spanish,[],Counter()
Spanish,"[('Adjective Error', 'Spanish', 'ADJ', 'Spanish', 'PROPN'), ('Noun Error', 'language', 'NOUN', ',', 'PUNCT'), ('Pronoun Error', ',', 'PUNCT', 'I', 'PRON'), ('Pronoun Error', 'I', 'PRON', 'would', 'AUX'), ('Verb Error', 'would', 'AUX', 'like', 'VERB'), ('Verb Error', 'like', 'VERB', 'to', 'PART'), ('Verb Error', 'to', 'PART', 'share', 'VERB'), ('Verb Error', 'share', 'VERB', 'with', 'ADP'), ('Preposition Error', 'with', 'ADP', 'you', 'PRON'), ('Pronoun Error', 'you', 'PRON', 'this', 'DET'), ('Adjective Error', 'this', 'DET', 'common', 'ADJ'), ('Noun Error', 'common', 'ADJ', 'effort', 'NOUN'), ('Noun Error', 'effort', 'NOUN', 'to', 'PART'), ('Verb Error', 'to', 'PART', 'learn', 'VERB'), ('Verb Error', 'learn', 'VERB', 'a', 'DET'), ('Adjective Error', 'a', 'DET', 'new', 'ADJ'), ('Noun Error', 'new', 'ADJ', 'idiom', 'NOUN'), ('Noun Error', 'idiom', 'NOUN', '.', 'PUNCT')]","Counter({'Verb Error': 6, 'Noun Error': 5, 'Adjective Error': 3, 'Pronoun Error': 3, 'Preposition Error': 1})"
Chinese (Mandarin),"[('Other Error', ' ', 'SPACE', 'Hope', 'PROPN'), ('Other Error', 'Hope', 'PROPN', 'to', 'PART'), ('Verb Error', 'to', 'PART', 'hear', 'VERB'), ('Verb Error', 'hear', 'VERB', 'from', 'ADP'), ('Preposition Error', 'from', 'ADP', 'you', 'PRON'), ('Pronoun Error', 'you', 'PRON', 'soon', 'ADV'), ('Other Error', 'soon', 'ADV', '!', 'PUNCT')]","Counter({'Other Error': 3, 'Verb Error': 2, 'Preposition Error': 1, 'Pronoun Error': 1})"
