text,correct,sequence,native
"today I went to AL_Haram ,, it was great",Today I went to Al-Haram. It was great.,"('PROPN', 'PUNCT', 'PRON')",Spanish
"today I went to AL_Haram ,, it was great",Today I went to Al-Haram. It was great.,"('PROPN', 'PUNCT', 'PRON')",Spanish
Karl Abagnail who was acted by Leo is swindler and he passes a forged check and gets a amout of money.,"Karl Abagnail, who is played by Leo, is a swindler who cashes a forged check and gets some money.","('PROPN', 'PUNCT', 'PRON')",Spanish
Karl Abagnail who was acted by Leo is swindler and he passes a forged check and gets a amout of money.,"Karl Abagnail, who is played by Leo, is a swindler who cashes a forged check and gets some money.","('PROPN', 'PUNCT', 'PRON')",Spanish
"Sometimes I think ""Why study English...?"" It's not easy for me, and very long way.",Sometimes I wonder why I study English. It's not easy and a very long way to improve my English.,"('PROPN', 'PUNCT', 'PRON')",Spanish
"Becouse,we cann't sleep enough so that we go too long trip for the first time and excitement.",We could not sleep enough because we are going on a long trip for the first time and being excited.,"('PROPN', 'PUNCT', 'PRON')",Spanish
there was it in counter in Japan.,"In Japan, it is on the counter.","('PROPN', 'PUNCT', 'PRON')",Spanish
We asked the people the way and got to cafe finaly.,We asked the people the way and got to cafe finaly.We asked for directions to a cafe and eventually found it.,"('PROPN', 'PUNCT', 'PRON')",Spanish
"On Monday and Thursday , I use my lunch breaktime to attend English class held my company.","On Mondays and Thursdays, I use my lunch break to attend the English class held by my company.","('PROPN', 'PUNCT', 'PRON')",Spanish
"After two and half years living in France, it's very difficult for me to speak English.","After two and a half years living in France, I have difficulty speaking English. You can't have ""it"" immediately after the introductory clause, otherwise it reads like the pronoun ""it"" lived in France instead of ""I""!","('PROPN', 'PUNCT', 'PRON')",Spanish
"And when I'm writting English, I'm always confused whether the last letter ""e"" is necessary or not in the word.","When I write English, I'm always confused whether the last letter ""e"" is necessary or not in the word.","('PROPN', 'PUNCT', 'PRON')",Spanish
"And when I'm writting English, I'm always confused whether the last letter ""e"" is necessary or not in the word.","When I write English, I'm always confused whether the last letter ""e"" is necessary or not in the word.","('PROPN', 'PUNCT', 'PRON')",Spanish
"The cat looks up at Yuka frozen,","The cat looks up at Yuka, who is frozen,","('PROPN', 'PUNCT', 'PRON')",Spanish
"On November, it has become rather cooler day by day.","Now that it is November, it has become rather cool. or Now that it is November, it has become cooler each day.","('PROPN', 'PUNCT', 'PRON')",Spanish
"She said there were throng of people went into Bar,I took a half hours to ordered beer.",She said throngs of people went into the bars. It took a half an hour to order a beer.,"('PROPN', 'PUNCT', 'PRON')",Spanish
The story is about a love story of Sosuke (who is a 5 years old boy)and Ponyo (a fish girl).,"It is a love story of Sosuke (who is a 5 years old boy)and Ponyo (a fish girl). (Or, ""this story is about the love between Sosuke and Ponyo."")","('PROPN', 'PUNCT', 'PRON')",Spanish
I live in Saitama City where is near Tokyo.,"I live in Saitama City, which is near Tokyo.","('PROPN', 'PUNCT', 'PRON')",Spanish
Smith that was so cool.,"Smith, that was so cool.","('PROPN', 'PUNCT', 'PRON')",Spanish
"As a christian, it was really good to be reminded that Christmas is for","As a Christian, it was really good to be reminded through the carols and the play, that Christmas is about","('PROPN', 'PUNCT', 'PRON')",Spanish
"As a christian, it was really good to be reminded that Christmas is for","As a Christian, it was really good to be reminded through the carols and the play, that Christmas is about","('PROPN', 'PUNCT', 'PRON')",Spanish
"In Tokyo, my coworkers and I've never heard their songs before, so we were very surprised to hear that.","My coworkers and I had never heard their songs in Tokyo before, so we were very surprised .","('PROPN', 'PUNCT', 'PRON')",Spanish
"When I watched Watchmen, I was excited!","When I watched Watchmen, I was excited!Read the comic, it's ten times better :)","('PROPN', 'PUNCT', 'PRON')",Spanish
"It have been a really long time since i used english cause in the last 2 years i have been studying Chinese and Japanese, that's the reason cause my head is full of strange pictures, grammatical structure and other things, howewer i'm really happy cause i think that this way it's really my life .","It have been a really long time since I used english (be)cause in the last 2 years I have been studying Chinese and Japanese. That's the reason why my head is full of strange pictures, grammatical structures and other things. Howewer, I'm really happy cause i think that this way it's really my life (I don't understand this).","('PROPN', 'PUNCT', 'PRON')",Spanish
"Now i'm going to sleep cause tomorrow i've to study a lot for the monday exam, i hope i'll pass it cause if i'll don't do it there will be a lot of trouble !",Now i'm going to sleep (be)cause tomorrow i've got to study a lot for exam an on Monday. I hope I'll pass it cause if I'll don't there will be a lot of trouble !,"('PROPN', 'PUNCT', 'PRON')",Spanish
"Therefore, people try not to blame on someone they do not know for spitting or drinking beer on a train.","Therefore, people try not to (confront) someone they do not know for spitting or drinking beer on a train.","('PROPN', 'PUNCT', 'PRON')",Spanish
My friends call me Asuka!I'd be happy if you call me that too!!!,My friends call me Asuka! I'd be happy if you call me that too!!!,"('PROPN', 'PUNCT', 'PRON')",Spanish
"tomorrow,I will go to shopping!","omorrow, I will go shopping!","('PROPN', 'PUNCT', 'PRON')",Spanish
There are many abbrebiations and slangs in English.,There are abbreiations and slang in English. There are and in English.,"('PROPN', 'PUNCT', 'PRON')",Spanish
I like speak English but I often make serious mistake with my English.,I like speak English but I often make serious mistake with my English.I like to speak English but I often make serious mistakes while speaking.,"('PROPN', 'PUNCT', 'PRON')",Spanish
"In Osaka, we have a hard time reading a book for its heat of the summer.","In Osaka, we have a hard time reading a book, because of the summer heat.","('PROPN', 'PUNCT', 'PRON')",Spanish
I have been taking it since two years ago in May and November.,"I have been taking it since two years ago in May and November. I have been taking it in May and November for the last two years. ( This an alternate way to write it, and maybe a little more natural way to write it.)","('PROPN', 'PUNCT', 'PRON')",Spanish
I have been taking it since two years ago in May and November.,"I have been taking it since two years ago in May and November. I have been taking it in May and November for the last two years. ( This an alternate way to write it, and maybe a little more natural way to write it.)","('PROPN', 'PUNCT', 'PRON')",Spanish
Hello my name is BAEK who live in Korea.,Hello my name is BAEK. I live in Korea and I really want to learn English! This sounds better as two sentences.,"('PROPN', 'PUNCT', 'PRON')",Spanish
Hello my name is BAEK who live in Korea.,Hello my name is BAEK. I live in Korea and I really want to learn English! This sounds better as two sentences.,"('PROPN', 'PUNCT', 'PRON')",Spanish
"During working in IBM, it is a mutlit-culture environment, I have worked with Japanese team, Autralia team, Hong Kong team & Europe team.","While working for IBM, I have discovered it is a multi-cultural environment: I have worked with a(?) Japanese team, Australian team, Hong Kong team & a European team. (If it is more than one team, you would say ""teams"" for each nationality that you have worked for more than one of. But if it is only one for each, you just say ""a"" before the first and last one as I did. If some of those nationalities you did work with multiple teams and not others, than you would put ""a"" before each one that you only worked with one of and use ""teams"" for each one that you have worked with more than one of. Also, do you mean to say ""branches"" instead of ""team""? Usually when describing the department(s) of a company that is disconnected from its official headquarters, it is called a ""branch"". But if you just mean that you have worked with individual people from these different nationalities, ""team(s)"" is more appropriate.)","('PROPN', 'PUNCT', 'PRON')",Spanish
"During working in IBM, it is a mutlit-culture environment, I have worked with Japanese team, Autralia team, Hong Kong team & Europe team.","While working for IBM, I have discovered it is a multi-cultural environment: I have worked with a(?) Japanese team, Australian team, Hong Kong team & a European team. (If it is more than one team, you would say ""teams"" for each nationality that you have worked for more than one of. But if it is only one for each, you just say ""a"" before the first and last one as I did. If some of those nationalities you did work with multiple teams and not others, than you would put ""a"" before each one that you only worked with one of and use ""teams"" for each one that you have worked with more than one of. Also, do you mean to say ""branches"" instead of ""team""? Usually when describing the department(s) of a company that is disconnected from its official headquarters, it is called a ""branch"". But if you just mean that you have worked with individual people from these different nationalities, ""team(s)"" is more appropriate.)","('PROPN', 'PUNCT', 'PRON')",Spanish
