Unnamed: 0,native,language,text
436,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I have been Melbourne for three years now, however, I am still not quite familiar with the culture here. I am looking for someone can help me with English and culture. In return, I can practice Mandarin and Shanghainese with you. Hopefully, we will have lots of fun and be good friends with each other!"
438,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I am Liu Rongjun, and come from the beautiful city of Suzhou in China. I want to find a partner who can communicate with each other in spoken language and talk about each other's hobbies and cultures. If you want to learn Chinese too, please don't hesitate to contact me!"
442,Spanish,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Portuguese', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]",Cultural aspects and exchange language
445,Spanish,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'French', 'level': 57.85714285714286, 'proficiency': 'Upper-Intermediate'}]","Hello, I am from Dominican Republic and I want to improve my English and French knowledges, make friends. I work as Software Developer."
446,Spanish,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Hi, I would like to improve my speaking. I have been living in Tennessee for 3 years and I can not speak fluently. I am a friendly person. I love to learn and to teach. I have experience teaching. Currently, I am studying English at the College. I want to know a person that really wants to learn Spanish. I am preparing my schedule for teaching Spanish next fall."
447,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Japanese', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","Like English culture. I like to practise spoken English. Of course I can speak English, but not so fluent. I can teach Chinese better. ,,,,,,,,I have learned little Japanese while I was studying for my master degree."
448,Spanish,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Italian', 'level': 32.142857142857146, 'proficiency': 'Pre-intermediate'}, {'language': 'German', 'level': 6.428571428571429, 'proficiency': 'Beginner'}, {'language': 'French', 'level': 19.285714285714285, 'proficiency': 'Elementary'}, {'language': 'Latin', 'level': 6.428571428571429, 'proficiency': 'Beginner'}, {'language': 'Nahuatl', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","Looking to learn and improve my poor English, French, Italian, German and Latin. Open to questions, just ask.I don't ask for photos or video chat, though I do voice and text messaging as well as voice calls.Roll Tide Roll."
449,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Hi, I am a former Mandarin instructor in Taiwan. I'm currently living in Toronto. My English level is intermediate. I would like to improve my English skills."
451,Spanish,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Korean', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","Hello everyone, I am a person who enjoys exchanging experiences and knowledge with other people in the world, I really like that we can help each other, if you are studying Spanish for any reason I can help you."
456,Spanish,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Italian', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","I aspire to make songs, poems, and articles in English. I am currently learning Italian too. It will be a pleasure to help you with Spanish in exchange."
457,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Japanese', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","Hi, I am from China and want to find friends to practice my oral English and Japanese. And as an exchange, I can help you to practice your Chinese and Hokkien. If you are looking for romance, please don't contact me."
465,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I want to practice my oral English. I'm an English major, so I need to improve it with a determined mind. It is better to use wechat to chat with each other by video or voice , and talk about some fixed topics in a fixed period of time. The topic is better partial to life. I hope to increase the intensity and efficiency of learning, I am very self-disciplined"
468,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I'm looking for language and cultural exchange. Would like to chat about everyday life, books, games, some other interesting stuff, help with russian language practice. I've studied english at school and college, so now it's a little bit rusty."
470,Spanish,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'French', 'level': 32.142857142857146, 'proficiency': 'Pre-intermediate'}]","Everyone is welcome in this profile. If you want a partner who can help you with your Spanish I'm here. I will be glad to teach and give you feedback. I'm interested to have a language exchange in English and French. Of course, If the exchange happens on a video Call better, we can improve our conversational skills. I'm interested in Asian and French culture."
472,Chinese (Mandarin),"[{'language': 'Japanese', 'level': 6.428571428571429, 'proficiency': 'Beginner'}, {'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","TTTea  Hi, I am from Taiwan, a amateur cyclist that has rounded Taiwan island ""in half."" May share with you what happened if you want to know it. I am major in mathematics  economics, and now work as an software engineer, data science to be precise. After COVID restriction is off, I want to travel in Japan, wishing I can have simple conversation with Japanese, so learning conversation would be my main goal here. Am more than willing to teach Chinese in return!"
474,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Polish', 'level': 70.71428571428572, 'proficiency': 'Advanced'}]",I want to practice my English and help other people improve their Russian
475,Chinese (Mandarin),"[{'language': 'Japanese', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Korean', 'level': 32.142857142857146, 'proficiency': 'Pre-intermediate'}]","Hello everyone!My foreign languages level are Japanese N1,English CET6, korean topic 4 and basic Deutsch. l would like to improve my foreign languages for working because there's no opportunity for me to speak with foreigners in real life. l would like to find a regular language partner via wechat.And one of my hobbies is learning foreign languages and meeting new friends. l used to be a Mandarin teacher for 9 years, feel free to contact me if you would like to improve Mandarin."
480,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Chinese (Cantonese)', 'level': 45, 'proficiency': 'Intermediate'}]","After finishing my study overseas, I lose the language environment to use English. So I want to create such an opportunity for myself to practice English. If you are interested in Chinese, I can also help you. If you can say Cantonese, we can also practice together. By the way, I'm not going to find a boyfriend through this platform."
482,Spanish,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Hi, im Bruno, im a enthusiastic person that are learning English 1 year ago, Im native speak Spanish, I love reading, watching movies, i would like to be able to speak English fluently. If you need some help with Spanish contact me."
484,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",My native language is Chinese mandarin. I want to improve my English by having conversations with English speakers and I also like to help someone to practice Chinese Mandarin.
485,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I'm a Chinese, and I'm trying to learn English for my IELTS,especially oral English. My plan is exchanging 30 minutes of Mandarin/Spanish for 30 minutes of English by phone or video. Please let me know if you're interested"
489,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Chinese (Cantonese)', 'level': 32.142857142857146, 'proficiency': 'Pre-intermediate'}, {'language': 'German', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","I am from China and I'm really want to make a progress in spoken Englishnot so good and I'm willing to help others to learn Chinese Mandarin. I also want to learn Cantonese and German. Maybe I'm not a talkative person, but I'm willing to listen. I can use Wechat, whatsapp and zoom to talk."
